game,winner,game_length,peak_setup_p0,peak_setup_p1,ko_count_p0,ko_count_p1,p0_meganium_active_events,p1_meganium_active_events,p0_meganium_failure_reason,p1_meganium_failure_reason,p0_turn_chikorita_or_applin_played,p0_turn_any_evolution,p0_turn_meganium_in_play,p0_turn_meganium_benched,p0_turn_hydrapple_attack_ready,p0_turn_ogerpon_attack_ready,p0_turn_any_attacker_ready,p0_turn_full_target_state,p1_turn_chikorita_or_applin_played,p1_turn_any_evolution,p1_turn_meganium_in_play,p1_turn_meganium_benched,p1_turn_hydrapple_attack_ready,p1_turn_ogerpon_attack_ready,p1_turn_any_attacker_ready,p1_turn_full_target_state,p0_regressed_chikorita_or_applin_played,p0_regressed_any_evolution,p0_regressed_meganium_in_play,p0_regressed_meganium_benched,p0_regressed_hydrapple_attack_ready,p0_regressed_ogerpon_attack_ready,p0_regressed_any_attacker_ready,p0_regressed_full_target_state,p1_regressed_chikorita_or_applin_played,p1_regressed_any_evolution,p1_regressed_meganium_in_play,p1_regressed_meganium_benched,p1_regressed_hydrapple_attack_ready,p1_regressed_ogerpon_attack_ready,p1_regressed_any_attacker_ready,p1_regressed_full_target_state
7438,0,9,500,237,5,8,,,,played_then_ko_before_meganium,3,3,3,3,,3,3,3,1,4,,,,4,4,,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False
7439,0,11,787,414,3,6,,4:evolve_active_with_bench_available;11:unknown,,,5,7,7,7,,3,3,7,1,4,4,4,,4,4,4,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True
7440,1,14,444,555,8,8,9:forced_or_chosen_switch,,,,5,7,7,7,9,7,7,7,1,4,12,12,14,4,4,12,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True
7441,1,14,166,259,7,5,,,played_then_ko_before_meganium,played_then_ko_before_meganium,1,3,,,,,,,1,4,,,4,,4,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7442,1,10,153,548,4,3,,6:evolve_active_with_bench_available,played_then_ko_before_meganium,,1,3,,,,,,,1,4,6,6,4,10,4,6,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7443,1,16,381,542,5,2,15:forced_or_chosen_switch,,,,1,,5,5,,,,7,2,4,4,4,,8,8,8,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False
7444,1,8,292,486,5,2,,,,,1,5,7,7,,5,5,,1,,4,4,,4,4,4,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,True
7445,0,5,486,116,3,1,3:evolve_active_empty_bench,,,drawn_never_played,1,3,3,3,,5,5,4,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7446,0,9,721,106,4,2,,,,drawn_never_played,1,3,5,5,9,5,5,5,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7447,0,13,208,123,0,3,,,played_stuck_never_evolved,played_then_ko_before_meganium,1,,,,,3,3,,8,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7448,0,11,772,476,6,6,,,,,1,3,7,7,7,7,7,7,2,4,6,6,,6,6,6,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True
7449,1,18,312,737,6,3,17:forced_or_chosen_switch,,,,1,15,15,15,,9,9,,8,16,18,18,,10,10,18,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False
7450,0,17,522,742,9,8,11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,9,9,9,9,17,5,5,9,1,4,12,12,,4,4,12,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
7451,1,12,75,216,5,2,5:evolve_active_empty_bench,,,played_stuck_never_evolved,3,5,5,,,,,,2,6,,,,4,4,,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
7452,1,10,514,291,5,3,,,,played_stuck_never_evolved,3,5,7,7,,9,9,9,4,8,,,,4,4,,True,False,False,False,False,True,True,True,False,True,False,False,False,True,True,False
7453,1,20,392,617,8,7,,12:evolve_active_with_bench_available,,,1,9,15,15,19,9,9,19,1,4,12,13,4,14,4,13,False,True,False,False,False,True,True,True,True,True,False,False,True,False,True,True
7454,1,10,567,594,8,7,,,,,1,3,3,3,7,3,3,3,4,4,8,8,,4,4,8,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False
7455,1,14,204,634,6,2,7:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,1,3,3,3,,,,,2,14,14,14,,4,4,14,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
7456,1,6,95,567,2,4,,,drawn_never_played,,,,,,,,,,2,4,4,4,,4,4,4,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7457,0,17,612,176,3,4,,,,played_stuck_never_evolved,1,3,11,11,11,11,11,11,8,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7458,0,11,599,135,4,3,8:unknown,,,never_drawn,1,7,7,7,9,7,7,7,2,,,,,8,8,,True,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False
7459,0,5,249,126,0,3,,,drawn_never_played,drawn_never_played,3,,,,,3,3,,2,4,,,,,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7460,0,11,748,164,5,4,,,,drawn_never_played,1,7,7,7,11,3,3,7,,,,,,6,6,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
7461,0,13,525,612,9,6,,,,,1,9,9,9,13,5,5,11,4,6,8,8,,8,8,8,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7462,0,9,498,503,4,8,,,,,1,3,3,3,,3,3,3,2,4,4,4,8,4,4,4,False,True,False,False,False,True,True,True,False,True,False,False,True,True,True,True
7463,0,19,518,347,4,8,,13:unknown,,,3,3,3,3,17,3,3,3,2,4,12,12,12,8,8,12,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True
7464,0,15,580,532,6,5,,,,,3,3,15,15,13,3,3,15,2,,6,6,,10,10,12,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True
7465,1,6,95,261,2,1,,,played_then_ko_before_meganium,played_then_ko_before_meganium,3,,,,,,,,2,4,,,,4,4,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7466,0,19,686,324,5,5,,16:forced_or_chosen_switch;18:forced_or_chosen_switch,,,1,3,3,3,7,9,7,15,1,12,12,12,,,,,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
7467,1,10,414,515,7,4,,4:evolve_active_with_bench_available,,,1,3,5,5,7,,7,5,1,4,4,4,,6,6,4,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False
7468,0,11,696,142,5,3,,,,drawn_never_played,1,7,7,7,11,7,7,7,,,,,,10,10,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
7469,0,11,681,141,5,3,,,,played_then_ko_before_meganium,5,7,7,7,7,7,7,7,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7470,0,23,624,464,6,8,,,,,1,3,15,15,15,15,15,15,1,18,20,20,18,18,18,20,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True
7471,1,12,272,500,5,4,9:evolve_active_with_bench_available;11:forced_or_chosen_switch,,,,1,3,9,9,,5,5,,8,8,8,8,,6,6,8,True,True,False,True,False,True,True,False,True,True,False,False,False,True,True,False
7472,0,11,488,434,4,7,,,,,1,11,11,11,,7,7,11,1,4,8,8,10,6,6,8,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True
7473,1,4,40,124,2,0,3:evolve_active_empty_bench,,,played_stuck_never_evolved,1,,3,,,,,,2,,,,,4,4,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7474,1,12,520,537,9,3,7:evolve_active_with_bench_available,,,,3,7,7,7,11,3,3,7,8,8,8,8,,8,8,8,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False
7475,1,16,600,582,10,7,7:forced_or_chosen_switch;10:unknown,,,,1,7,5,5,7,15,7,7,1,4,4,4,,4,4,6,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True
7476,1,6,190,683,4,3,5:forced_or_chosen_switch,,,,1,3,3,3,,,,,1,4,4,4,,4,4,4,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
7477,1,12,523,792,6,5,,,,,1,7,3,3,7,7,7,7,1,4,4,4,8,4,4,6,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True
7478,1,16,424,597,5,3,15:forced_or_chosen_switch,,,,13,13,13,13,,3,3,13,1,12,14,14,,12,12,14,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
7479,1,10,345,645,6,5,9:forced_or_chosen_switch,,,,1,3,7,7,,3,3,7,1,4,4,4,4,4,4,4,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True
7480,1,12,419,473,6,4,9:forced_or_chosen_switch,,,,1,3,3,3,,3,3,7,2,6,6,6,,6,6,6,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True
7481,0,13,498,267,4,8,,11:unknown,,,5,11,7,7,,13,13,13,2,8,10,10,,12,12,,True,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False
7482,1,10,597,543,8,8,,,,,1,7,7,7,7,5,5,7,1,8,10,10,,6,6,10,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False
7483,0,11,666,194,5,4,,,,drawn_never_played,1,3,11,11,11,5,5,11,1,,,,,6,6,,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False
7484,0,13,691,362,4,7,4:unknown,,,,1,13,3,3,13,7,7,7,1,8,8,8,8,6,6,8,True,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True
7485,1,10,468,503,8,3,,,,,3,7,9,9,,7,7,9,6,6,6,6,,4,4,6,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7486,1,12,330,663,6,4,9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,7,7,7,7,,,,7,1,10,10,10,4,,4,10,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
7487,0,13,738,757,8,11,,,,,1,3,5,5,7,5,5,5,1,4,6,6,,4,4,6,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7488,0,3,478,45,2,1,,,,drawn_never_played,1,3,3,3,,3,3,3,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7489,1,14,332,514,6,4,13:forced_or_chosen_switch,,,,3,3,3,3,,,,11,4,10,10,10,,12,12,,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
7490,1,12,136,552,5,4,,,drawn_never_played,,1,3,,,,,,,2,4,4,4,,4,4,5,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7491,1,10,327,572,6,5,7:forced_or_chosen_switch,,,,3,3,3,3,,,,3,2,4,4,4,,4,4,4,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
7492,0,19,776,186,4,4,,,,played_stuck_never_evolved,7,19,19,19,19,3,3,19,4,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7493,0,13,698,156,3,5,,,,played_stuck_never_evolved,3,3,13,13,9,9,9,13,10,12,,,,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7494,1,10,369,774,7,4,,,,,9,9,9,9,,9,9,9,1,6,6,6,,4,4,6,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True
7495,0,15,471,565,6,5,,,,,1,13,15,15,15,11,11,15,14,14,14,14,,4,4,14,True,True,False,False,False,True,True,False,True,True,False,False,False,True,True,True
7496,0,11,498,474,7,9,,,,,3,5,7,7,,3,3,7,1,8,8,8,,4,4,8,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True
7497,0,9,478,229,5,5,,,,played_stuck_never_evolved,1,3,3,3,,3,3,3,4,6,,,,6,6,,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False
7498,0,11,723,441,5,7,,,,,1,7,3,3,,3,3,3,1,4,4,4,,10,10,10,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True
7499,1,10,184,557,7,4,,,played_then_ko_before_meganium,,1,3,,,,7,7,,2,4,10,10,,4,4,10,False,True,False,False,False,True,True,False,True,True,False,False,False,True,True,False
7500,0,11,501,404,4,6,,10:forced_or_chosen_switch,,,3,3,3,3,,5,5,3,1,8,8,8,4,,4,10,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True
7501,1,12,150,717,5,4,,,played_then_ko_before_meganium,,1,,,,,,,,2,8,8,8,,4,4,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7502,1,26,205,304,6,3,,,drawn_never_played,drawn_never_played,11,11,,,19,,19,,1,4,,,14,22,14,,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False
7503,1,22,194,540,5,4,,,played_then_ko_before_meganium,,1,,,,,,,,1,12,22,22,14,22,14,22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7504,1,10,312,227,5,0,7:forced_or_chosen_switch,,,played_stuck_never_evolved,5,5,5,5,,,,5,2,,,,,4,4,,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
7505,0,15,547,513,10,7,15:forced_or_chosen_switch,,,,1,9,11,11,,5,5,11,6,8,8,8,,8,8,8,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7506,1,12,422,799,7,5,9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,3,3,3,3,9,5,5,5,8,8,10,10,,6,6,10,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
7507,0,11,760,166,4,6,,,,played_then_ko_before_meganium,1,5,5,5,9,3,3,5,2,4,,,4,,4,,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False
7508,0,11,647,434,6,9,,9:unknown,,,3,5,5,5,7,5,5,5,1,8,8,8,,6,6,8,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
7509,0,11,557,235,3,5,,,,played_then_ko_before_meganium,1,3,5,5,,5,5,7,1,4,,,10,4,4,,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
7510,0,9,569,151,2,3,,,,drawn_never_played,3,9,9,9,,3,3,9,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7511,1,16,461,491,6,6,,,,,1,3,3,3,,11,11,3,1,12,16,16,,6,6,16,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False
7512,0,5,525,85,1,4,,4:evolve_active_empty_bench,,,1,,3,3,,3,3,3,1,4,4,,,,,,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
7513,1,12,322,728,8,3,10:unknown,,,,1,5,5,5,,3,3,9,6,6,6,6,,4,4,6,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False
7514,0,5,619,40,2,1,,,,never_drawn,1,5,5,5,,3,3,5,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7515,1,10,342,725,5,4,,,,,1,5,5,5,,,,5,1,4,10,10,10,4,4,10,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
7516,1,12,582,618,9,9,,,,,1,3,3,3,7,3,3,5,2,4,4,4,,4,4,6,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
7517,0,7,632,146,4,4,,,,played_then_ko_before_meganium,3,5,5,5,7,3,3,5,1,,,,4,,4,,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
7518,0,9,664,347,4,5,,,,,1,3,5,5,9,3,3,5,2,4,6,6,,,,8,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
7519,1,16,409,574,8,3,11:forced_or_chosen_switch,,,,1,3,3,3,,9,9,3,1,12,12,12,,6,6,12,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False
7520,0,23,617,260,7,6,17:forced_or_chosen_switch;19:forced_or_chosen_switch,,,played_stuck_never_evolved,1,19,15,15,21,11,11,15,1,20,,,,6,6,,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False
7521,1,4,149,369,1,3,,,drawn_never_played,,,,,,,3,3,,1,4,4,4,,4,4,4,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False
7522,0,13,661,501,10,7,,13:unknown,,,1,3,3,3,9,5,5,3,1,4,6,6,6,8,6,6,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True
7523,1,4,30,167,1,0,,,drawn_never_played,played_stuck_never_evolved,,,,,,,,,1,,,,,4,4,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7524,1,12,152,683,2,4,,6:evolve_active_with_bench_available,drawn_never_played,,,,,,,9,9,,1,4,6,10,,4,4,10,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False
7525,1,16,232,545,7,3,,,played_then_ko_before_meganium,,3,3,,,15,5,5,,12,14,16,16,,4,4,16,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False
7526,0,7,619,170,2,5,,6:forced_or_chosen_switch,,,1,3,3,3,,3,3,3,2,4,4,4,,,,,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
7527,1,12,215,633,7,4,,,,,1,11,11,11,,,,,1,6,6,6,,4,4,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7528,1,10,182,609,7,3,5:evolve_active_empty_bench,,,,3,7,5,,,3,3,,1,4,4,4,,4,4,4,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False
7529,1,12,567,513,5,6,11:forced_or_chosen_switch,,,,3,7,7,7,,5,5,7,2,8,8,8,,4,4,8,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
7530,0,13,565,207,5,5,,,,drawn_never_played,3,9,5,5,9,5,5,5,1,,,,8,6,6,,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,False
7531,0,7,274,108,0,2,,,played_stuck_never_evolved,drawn_never_played,1,,,,,3,3,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7532,1,12,444,628,6,2,9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,1,3,5,5,,5,5,5,2,4,8,8,,4,4,8,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
7533,0,5,421,42,2,1,,,,never_drawn,1,3,3,3,,5,5,4,1,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7534,0,9,666,120,4,5,,,,played_then_ko_before_meganium,1,3,3,3,7,3,3,3,4,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7535,0,11,572,80,5,3,,,,played_then_ko_before_meganium,1,9,9,9,,9,9,9,2,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7536,1,10,424,493,7,3,9:evolve_active_with_bench_available,4:evolve_active_with_bench_available,,,3,7,9,9,9,5,5,9,1,4,4,6,,4,4,6,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False
7537,1,18,145,628,4,3,,,played_then_ko_before_meganium,,1,,,,,,,,2,4,4,4,,4,4,12,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7538,0,23,585,224,7,5,19:forced_or_chosen_switch,,,played_then_ko_before_meganium,1,21,13,13,23,17,17,13,1,22,,,,4,4,,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False
7539,1,8,171,552,5,1,,4:evolve_active_with_bench_available,played_stuck_never_evolved,,1,3,,,,,,,1,,4,4,,4,4,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7540,0,11,532,503,3,7,,,,,5,5,5,5,,5,5,5,8,8,10,10,,10,10,10,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7541,1,16,191,274,6,1,,,played_then_ko_before_meganium,drawn_never_played,1,5,,,7,,7,,2,,,,4,14,4,,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
7542,0,15,580,215,6,7,,10:evolve_active_with_bench_available;11:unknown,,,5,5,13,13,9,13,9,13,2,10,10,10,,,,,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False
7543,1,14,369,617,6,6,11:forced_or_chosen_switch;12:unknown,,,,3,3,3,3,,3,3,9,1,4,8,8,6,10,6,8,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True
7544,1,10,126,789,4,4,,,played_then_ko_before_meganium,,1,,,,,,,,2,4,4,4,,4,4,4,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7545,0,3,189,0,1,1,,,played_then_ko_before_meganium,never_drawn,1,3,,,,3,3,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7546,1,24,406,594,7,5,7:forced_or_chosen_switch,,,,1,3,3,3,,,,19,2,20,8,8,,8,8,16,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True
7547,0,11,599,548,6,7,,4:evolve_active_with_bench_available,,,1,3,3,3,,3,3,7,1,4,4,6,10,4,4,6,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7548,0,11,589,250,5,5,,,,played_stuck_never_evolved,1,3,3,3,9,5,5,3,1,4,,,,8,8,,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False
7549,1,20,210,671,8,5,,,drawn_never_played,,11,13,,,15,13,13,,6,8,10,10,,16,16,16,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False
7550,1,14,290,589,8,4,7:forced_or_chosen_switch;9:forced_or_chosen_switch;11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,1,3,3,3,,,,11,8,10,10,10,,8,8,10,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
7551,0,17,536,459,8,8,,,,,1,5,5,5,7,11,7,5,1,8,16,16,,10,10,16,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
7552,0,13,614,80,6,6,,,,played_then_ko_before_meganium,1,5,5,5,9,9,9,8,1,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7553,1,14,367,242,8,1,11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,played_stuck_never_evolved,3,5,5,5,11,,11,9,8,8,,,,8,8,,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False
7554,1,12,228,505,3,3,9:forced_or_chosen_switch,,,,1,,3,3,,,,,12,12,12,12,,4,4,12,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
7555,0,11,661,121,4,7,,,,played_then_ko_before_meganium,3,9,5,5,9,3,3,5,1,4,,,10,,10,,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False
7556,0,13,709,342,3,6,,11:unknown,,,1,7,3,3,11,7,7,3,1,4,4,4,,,,8,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True
7557,0,9,443,471,5,8,8:unknown,,,,5,7,7,7,,3,3,7,1,4,8,8,,4,4,8,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True
7558,1,22,493,566,8,8,,16:evolve_active_with_bench_available,,,19,19,19,19,,15,15,19,1,4,16,16,22,8,8,16,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7559,0,13,718,434,6,8,7:evolve_active_with_bench_available,13:unknown,,,1,3,7,7,7,5,5,7,1,6,12,12,8,8,8,12,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True
7560,1,10,159,582,3,4,,,played_stuck_never_evolved,,9,,,,,,,,2,6,8,8,,6,6,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7561,1,4,50,234,2,2,,,played_then_ko_before_meganium,played_then_ko_before_meganium,1,3,,,,,,,1,4,,,,4,4,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7562,0,7,271,115,1,2,,,played_then_ko_before_meganium,drawn_never_played,1,5,,,,3,3,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7563,0,13,493,490,6,6,12:unknown,4:evolve_active_with_bench_available,,,1,9,5,5,,9,9,8,1,4,4,8,,4,4,8,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True
7564,1,16,170,658,5,3,,,played_stuck_never_evolved,,1,13,,,,,,,1,12,14,14,8,14,8,14,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
7565,0,3,203,40,0,1,,,drawn_never_played,never_drawn,,,,,,3,3,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7566,1,14,568,779,7,8,9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,1,5,5,5,11,5,5,5,4,8,8,8,,6,6,8,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True
7567,0,15,451,451,5,6,,15:unknown,,,1,3,5,5,,9,9,5,2,4,4,4,,14,14,14,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True
7568,0,13,222,572,5,10,,,played_then_ko_before_meganium,,1,7,,,9,3,3,,1,4,10,10,4,10,4,10,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True
7569,1,18,207,279,4,1,,,played_stuck_never_evolved,played_stuck_never_evolved,5,,,,,11,11,,2,,,,,12,12,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
7570,1,16,377,592,10,5,11:evolve_active_with_bench_available;13:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,1,5,11,11,15,9,9,13,4,6,10,10,10,10,10,10,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False
7571,0,5,431,70,3,3,,4:evolve_active_empty_bench,,,1,3,3,3,,3,3,5,1,4,4,,,,,,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
7572,0,13,348,139,2,3,,,drawn_never_played,drawn_never_played,1,5,,,9,5,5,,,,,,,6,6,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
7573,1,18,332,658,8,3,17:forced_or_chosen_switch,,,,1,11,13,13,,,,15,1,12,12,12,,8,8,12,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False
7574,0,7,246,136,1,2,,,played_stuck_never_evolved,drawn_never_played,3,7,,,,3,3,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7575,0,11,537,488,4,5,,,,,3,,5,5,,3,3,7,2,10,4,4,,4,4,4,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True
7576,1,12,500,634,7,4,11:forced_or_chosen_switch,,,,5,5,5,5,,3,3,5,1,,8,8,,8,8,8,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,True
7577,0,13,602,530,9,10,13:forced_or_chosen_switch,,,,3,3,3,3,9,7,7,7,1,8,10,10,,10,10,10,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True
7578,0,11,750,159,5,5,,,,played_then_ko_before_meganium,1,3,5,5,9,5,5,5,2,4,,,,6,6,,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
7579,1,10,471,609,8,3,7:evolve_active_with_bench_available,,,,1,5,7,7,7,,7,7,2,,6,6,,4,4,6,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,True
7580,0,9,567,466,6,8,,9:unknown,,,1,3,3,3,7,3,3,3,1,8,8,8,,4,4,8,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True
7581,0,5,636,78,2,2,,,,drawn_never_played,1,5,5,5,,3,3,5,1,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7582,0,19,655,120,3,7,,,,played_then_ko_before_meganium,3,3,3,3,,11,11,7,2,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7583,1,12,105,584,4,2,,,played_then_ko_before_meganium,,1,,,,,,,,2,4,12,12,,4,4,12,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7584,1,14,389,283,8,8,9:forced_or_chosen_switch,,,played_then_ko_before_meganium,3,9,5,5,9,7,7,5,1,4,,,4,8,4,,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False
