game,winner,game_length,peak_setup_p0,peak_setup_p1,ko_count_p0,ko_count_p1,p0_meganium_active_events,p1_meganium_active_events,p0_meganium_failure_reason,p1_meganium_failure_reason,p0_turn_chikorita_or_applin_played,p0_turn_any_evolution,p0_turn_meganium_in_play,p0_turn_meganium_benched,p0_turn_hydrapple_attack_ready,p0_turn_ogerpon_attack_ready,p0_turn_any_attacker_ready,p0_turn_full_target_state,p1_turn_chikorita_or_applin_played,p1_turn_any_evolution,p1_turn_meganium_in_play,p1_turn_meganium_benched,p1_turn_hydrapple_attack_ready,p1_turn_ogerpon_attack_ready,p1_turn_any_attacker_ready,p1_turn_full_target_state,p0_regressed_chikorita_or_applin_played,p0_regressed_any_evolution,p0_regressed_meganium_in_play,p0_regressed_meganium_benched,p0_regressed_hydrapple_attack_ready,p0_regressed_ogerpon_attack_ready,p0_regressed_any_attacker_ready,p0_regressed_full_target_state,p1_regressed_chikorita_or_applin_played,p1_regressed_any_evolution,p1_regressed_meganium_in_play,p1_regressed_meganium_benched,p1_regressed_hydrapple_attack_ready,p1_regressed_ogerpon_attack_ready,p1_regressed_any_attacker_ready,p1_regressed_full_target_state
602,1,10,379,545,6,6,,,,,1,3,7,7,3,9,3,9,1,4,4,4,,4,4,4,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
603,0,3,419,35,2,1,,,,played_then_ko_before_meganium,1,3,3,3,,3,3,3,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
604,1,16,419,703,6,5,,,,,1,3,5,5,15,5,5,9,2,14,12,12,,6,6,12,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,False
605,0,9,298,225,0,6,,6:evolve_active_with_bench_available,played_stuck_never_evolved,,1,,,,,3,3,,1,4,6,6,,,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
606,1,12,239,229,8,1,7:forced_or_chosen_switch;9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,played_stuck_never_evolved,1,5,5,5,,,,,10,12,,,,4,4,,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
607,0,5,592,66,2,3,,,,played_then_ko_before_meganium,3,5,5,5,,3,3,5,1,4,,,,,,,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
608,0,7,537,101,2,2,,,,drawn_never_played,5,5,5,5,,5,5,5,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
609,1,10,423,591,9,3,9:forced_or_chosen_switch,,,,1,5,5,5,9,9,9,7,1,4,4,4,4,4,4,4,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True
610,1,12,741,548,9,7,,,,,1,3,3,3,7,3,3,7,1,4,8,8,,6,6,8,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True
611,0,9,668,131,1,4,,,,drawn_never_played,1,,3,3,,3,3,3,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
612,1,16,369,530,6,3,9:forced_or_chosen_switch;11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,1,7,7,7,,7,7,7,1,4,14,14,,8,8,14,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True
613,0,9,599,199,3,6,,,,drawn_never_played,1,3,3,3,,3,3,3,1,6,,,,8,8,,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False
614,0,15,567,262,4,5,,,,played_stuck_never_evolved,1,5,15,15,7,13,7,15,1,10,,,10,14,10,,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False
615,0,11,599,365,3,7,,9:unknown,,,3,,5,5,,5,5,5,2,6,8,8,,4,4,8,True,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True
616,0,17,651,537,7,8,15:forced_or_chosen_switch,,,,1,7,7,7,15,7,7,7,1,4,8,8,,12,12,12,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
617,0,9,696,419,5,8,,,,,1,3,5,5,7,3,3,5,4,4,4,4,,8,8,4,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True
618,0,13,585,210,6,5,,,,,1,3,3,3,7,5,5,3,8,,10,10,,6,6,,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False
619,0,13,314,234,3,6,,,played_stuck_never_evolved,played_stuck_never_evolved,5,7,,,13,3,3,,4,8,,,,12,12,,True,True,False,False,False,True,True,False,True,True,False,False,False,True,True,False
620,0,13,629,121,6,5,,,,never_drawn,1,7,7,7,11,7,7,7,1,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
621,1,12,602,587,8,8,,,,,3,3,3,3,7,5,5,3,1,4,8,8,8,4,4,8,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,True
622,0,11,547,449,7,8,4:unknown,,,,1,3,3,3,5,7,5,5,1,10,10,10,10,8,8,10,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,True
623,1,12,211,589,6,3,,,played_then_ko_before_meganium,,1,3,,,,,,,1,8,8,8,,4,4,8,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
624,1,4,70,209,3,1,3:evolve_active_empty_bench,,,drawn_never_played,1,3,3,,,,,,,,,,,4,4,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
625,0,7,683,422,2,7,,,,,1,3,3,3,,3,3,3,2,6,6,6,,,,6,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
626,1,12,196,762,6,4,,,played_then_ko_before_meganium,,1,5,,,,,,,2,6,6,6,,4,4,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
627,0,11,819,369,4,6,,6:forced_or_chosen_switch,,,1,3,7,7,7,3,3,7,4,4,4,4,,4,4,4,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True
628,1,10,504,553,6,3,,,,,3,5,7,7,,5,5,8,2,4,4,4,,4,4,4,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False
629,0,13,313,493,6,8,,,played_then_ko_before_meganium,,3,7,,,7,3,3,,1,4,6,6,,6,6,6,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,True
630,0,7,567,100,2,3,3:evolve_active_empty_bench,,,played_then_ko_before_meganium,1,3,3,3,,5,5,3,4,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
631,0,21,795,167,7,6,,,,played_then_ko_before_meganium,1,5,5,5,11,3,3,12,6,16,,,,8,8,,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False
632,0,7,369,73,1,1,,,,drawn_never_played,1,,7,7,,7,7,7,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
633,0,15,607,513,6,6,13:forced_or_chosen_switch,,,,5,13,7,7,13,7,7,7,4,8,8,8,,6,6,10,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True
634,0,9,561,131,2,2,,,,drawn_never_played,3,3,3,3,,3,3,7,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
635,1,12,443,678,8,4,5:forced_or_chosen_switch;8:unknown,,,,1,3,3,3,,3,3,3,1,10,10,10,,4,4,10,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True
636,0,9,654,154,5,6,,,,played_then_ko_before_meganium,1,3,5,5,9,3,3,5,1,4,,,6,,6,,True,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False
637,1,16,424,530,9,6,,,,,1,3,7,7,9,13,9,9,6,6,12,12,,6,6,12,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
638,1,16,377,628,8,3,11:forced_or_chosen_switch;13:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,1,3,3,3,9,,9,9,1,6,6,6,,6,6,10,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False
639,0,11,592,260,5,5,,,,played_stuck_never_evolved,1,3,5,5,7,5,5,5,1,4,,,4,6,4,,True,True,False,False,False,True,True,True,False,True,False,False,True,True,True,False
640,0,9,602,139,5,6,,,,drawn_never_played,1,3,3,3,9,3,3,3,2,6,,,,4,4,,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False
641,1,10,377,695,6,2,8:unknown,,,,5,5,5,5,,3,3,5,2,8,10,10,,4,4,10,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False
642,1,10,461,641,7,5,,,,,1,3,5,5,7,5,5,5,1,4,4,4,,4,4,6,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
643,0,19,547,242,5,4,18:unknown,,,played_stuck_never_evolved,1,13,13,13,13,13,13,13,14,,,,,10,10,,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False
644,0,11,861,126,3,6,,,,played_then_ko_before_meganium,1,3,3,3,,3,3,3,1,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
645,0,9,718,290,4,7,,,,,1,3,3,3,9,3,3,3,4,4,4,4,,,,8,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
646,1,18,525,508,8,5,5:evolve_active_with_bench_available;13:forced_or_chosen_switch;15:forced_or_chosen_switch;17:forced_or_chosen_switch,,,,3,13,5,5,,9,9,8,4,14,14,14,10,8,8,14,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
647,1,14,446,606,9,3,9:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,5,7,7,7,,7,7,7,2,4,4,4,,6,6,8,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False
648,1,10,441,231,8,5,,,,drawn_never_played,1,5,5,5,,9,9,5,2,4,,,,4,4,,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False
649,1,10,411,671,5,2,5:forced_or_chosen_switch;9:forced_or_chosen_switch,,,,1,,3,3,,3,3,3,2,,4,4,,4,4,4,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False
650,1,12,110,804,8,4,7:evolve_active_with_bench_available,,,,1,7,7,,,,,,2,8,8,8,,4,4,8,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
651,1,12,158,742,6,4,,,played_then_ko_before_meganium,,1,3,,,,,,,2,4,6,6,,4,4,6,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
652,1,12,458,574,6,4,,4:evolve_active_with_bench_available,,,1,5,5,5,,7,7,6,1,4,4,4,,4,4,4,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
653,1,8,35,77,2,0,,,played_then_ko_before_meganium,drawn_never_played,1,7,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
654,0,19,636,133,6,5,7:evolve_active_with_bench_available,,,played_then_ko_before_meganium,5,7,7,7,11,9,9,7,1,6,,,,,,,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
655,1,14,342,575,7,2,7:evolve_active_with_bench_available;9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,1,7,7,7,,,,7,2,4,4,4,,6,6,6,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
656,1,12,248,292,4,1,,,played_stuck_never_evolved,played_then_ko_before_meganium,1,,,,,5,5,,2,8,,,,4,4,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
657,1,8,195,184,3,0,7:forced_or_chosen_switch,,,drawn_never_played,1,,3,3,,,,,,,,,,4,4,,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
658,0,17,289,481,1,13,,6:evolve_active_with_bench_available;8:evolve_active_with_bench_available;14:forced_or_chosen_switch,played_stuck_never_evolved,,17,,,,,9,9,,1,4,6,6,,16,16,16,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True
659,1,12,352,639,7,4,7:forced_or_chosen_switch,,,,5,5,5,5,,,,7,2,8,10,10,,4,4,10,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
660,0,13,580,451,4,7,,,,,1,3,7,7,9,3,3,7,1,4,8,8,,10,10,10,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True
661,1,14,192,606,4,3,,,drawn_never_played,,1,,,,,7,7,,6,6,12,12,,8,8,12,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
662,0,13,661,367,3,8,,,,,1,7,5,5,7,7,7,7,1,10,12,12,,,,12,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
663,0,11,561,352,2,9,4:unknown,,,,1,3,3,3,,3,3,3,1,8,8,8,10,6,6,,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False
664,1,6,228,220,4,2,5:forced_or_chosen_switch,,,played_then_ko_before_meganium,1,3,3,3,,,,,4,4,,,,4,4,,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
665,0,3,515,40,2,1,,,,never_drawn,1,3,3,3,,3,3,3,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
666,0,7,429,65,3,2,,,,played_then_ko_before_meganium,1,7,5,5,7,,7,7,6,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
667,1,22,491,693,11,5,7:forced_or_chosen_switch;21:forced_or_chosen_switch,,,,1,3,5,5,21,21,21,6,4,6,8,8,,4,4,8,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True
668,1,16,570,496,8,6,11:forced_or_chosen_switch,,,,1,3,5,5,15,13,13,5,1,6,10,10,14,8,8,10,True,True,False,True,False,True,False,True,True,True,False,False,False,True,True,True
669,0,17,560,528,10,7,9:forced_or_chosen_switch,9:unknown,,,1,7,7,7,11,13,11,9,1,4,8,8,8,8,8,8,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True
670,1,12,312,631,6,1,9:forced_or_chosen_switch,4:evolve_active_empty_bench,,,1,3,5,5,,,,5,1,,4,4,,6,6,4,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False
671,0,23,503,702,4,9,,,,,1,3,3,3,19,11,11,16,1,4,4,4,20,4,4,17,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True
672,1,12,141,282,5,3,,,played_stuck_never_evolved,drawn_never_played,1,3,,,,,,,1,10,,,,6,6,,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
673,1,8,128,185,3,2,,,played_then_ko_before_meganium,drawn_never_played,1,,,,,,,,2,4,,,,4,4,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
674,0,7,712,141,1,3,,,,played_then_ko_before_meganium,1,,3,3,,3,3,3,1,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
675,1,22,210,589,8,6,10:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,1,3,9,9,,,,,1,10,10,10,,14,14,16,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
676,0,11,614,257,2,7,,8:evolve_active_with_bench_available,,,3,,5,5,,3,3,5,1,4,8,8,,4,4,,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
677,0,6,173,70,0,0,,,drawn_never_played,drawn_never_played,1,,,,,3,3,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
678,1,12,280,683,6,4,11:forced_or_chosen_switch,,,,1,3,3,3,,,,9,1,4,6,6,,4,4,6,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
679,0,3,480,36,1,1,,,,drawn_never_played,1,,3,3,,3,3,3,1,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
680,1,10,133,594,4,4,,,played_then_ko_before_meganium,,1,3,,,,,,,1,4,6,6,,4,4,6,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
681,0,13,342,141,4,3,,,,drawn_never_played,1,11,13,13,,,,13,,,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
682,0,5,505,45,2,3,,,,played_then_ko_before_meganium,1,3,3,3,,3,3,3,2,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
683,0,11,671,120,4,3,,,,played_stuck_never_evolved,3,5,7,7,7,7,7,7,10,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
684,1,18,312,423,8,3,9:forced_or_chosen_switch;13:forced_or_chosen_switch;15:forced_or_chosen_switch;17:evolve_active_with_bench_available,,,,5,7,7,7,,,,7,12,12,12,12,,18,18,,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
685,1,10,448,661,8,5,,4:evolve_active_with_bench_available;7:unknown,,,1,3,7,7,,7,7,7,1,4,4,4,,4,4,4,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True
686,1,16,238,567,6,6,,,played_stuck_never_evolved,,1,9,,,,7,7,,4,8,8,8,,8,8,8,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True
687,0,5,379,96,1,1,,,,drawn_never_played,1,,3,3,,5,5,5,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
688,0,5,587,98,2,2,,,,played_then_ko_before_meganium,1,3,3,3,,3,3,3,2,,,,,,,,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
689,0,13,712,148,3,4,,,,played_then_ko_before_meganium,1,5,7,7,11,7,7,7,2,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
690,0,15,663,151,6,6,,,,played_then_ko_before_meganium,5,7,7,7,7,7,7,7,1,10,,,,14,14,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
691,0,13,550,525,8,8,,,,,5,7,9,9,7,9,7,9,2,8,8,8,,4,4,8,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True
692,0,17,371,513,7,7,,,,,1,5,17,17,11,17,11,,6,14,14,14,,14,14,14,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True
693,1,10,397,710,9,4,,,,,1,7,9,9,,,,9,2,4,6,6,,4,4,6,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
694,1,18,332,665,6,5,17:forced_or_chosen_switch,,,,1,5,15,15,,9,9,15,1,4,16,16,,12,12,16,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
695,0,13,656,491,5,7,,,,,1,3,7,7,7,7,7,7,1,10,10,10,12,,12,10,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True
696,0,19,233,130,0,5,,,played_stuck_never_evolved,played_then_ko_before_meganium,1,,,,,11,11,,1,12,,,,,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
697,0,13,315,500,4,7,,,played_stuck_never_evolved,,1,3,,,13,3,3,,1,4,6,6,,6,6,6,False,True,False,False,False,True,True,False,True,True,False,False,False,True,True,True
698,0,11,666,172,5,4,,,,played_stuck_never_evolved,1,7,7,7,9,3,3,7,1,6,,,,6,6,,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
699,0,11,708,486,5,8,,,,,5,5,5,5,9,5,5,5,1,4,10,10,4,10,4,10,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True
700,0,11,582,510,5,9,,6:evolve_active_with_bench_available;10:forced_or_chosen_switch,,,1,7,5,5,7,7,7,7,1,6,6,6,,6,6,6,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True
701,1,8,60,202,3,2,5:evolve_active_empty_bench,,,played_then_ko_before_meganium,1,3,5,,,,,,2,4,,,,6,6,,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
702,0,11,553,533,9,5,,,,,1,3,5,5,11,3,3,5,4,10,6,6,,4,4,6,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True
703,1,14,176,614,7,7,,,played_then_ko_before_meganium,,1,9,,,11,3,3,,1,10,12,12,,8,8,12,True,True,False,False,True,True,True,False,True,True,False,False,False,True,True,False
704,0,9,486,156,3,6,,8:evolve_active_empty_bench,,,1,3,3,3,3,,3,3,2,8,8,,,,,,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
705,0,13,819,255,5,7,,,,played_then_ko_before_meganium,1,5,5,5,7,9,7,5,1,6,,,,4,4,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
706,0,11,671,394,5,8,,,,,1,5,7,7,,3,3,7,4,4,8,8,,8,8,8,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True
707,1,14,399,728,7,2,9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,1,3,3,3,,7,7,3,4,,8,8,,4,4,8,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False
708,0,9,728,206,3,8,,,,played_then_ko_before_meganium,1,7,9,9,9,3,3,9,4,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
709,0,9,728,148,4,7,,,,played_then_ko_before_meganium,1,5,5,5,7,3,3,5,1,4,,,8,,8,,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False
710,0,13,673,116,4,3,,,,drawn_never_played,1,7,13,13,9,9,9,13,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
711,0,11,505,570,6,6,9:forced_or_chosen_switch,,,,1,3,3,3,,3,3,3,1,6,6,6,,6,6,6,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
712,1,12,502,552,6,4,11:forced_or_chosen_switch,,,,3,5,5,5,,5,5,5,1,6,8,8,,4,4,8,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
713,0,11,570,238,7,5,,,,played_then_ko_before_meganium,1,5,5,5,7,5,5,5,1,10,,,4,6,4,,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False
714,1,14,434,624,6,5,11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,1,11,3,3,11,,11,11,4,8,12,12,,10,10,12,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False
